"STATION","NAME","DATE","TMAX","TMIN"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-29","96","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-30","96","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-08-31","97","71"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-01","95","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-02","88","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-03","93","62"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-04","88","65"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-07","97","67"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-08","98","64"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-09","76","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-10","75","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-11","79","53"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-12","86","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-13","96","70"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-14","94","66"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-15","96","67"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-16","97","71"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-17","97","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-18","89","70"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-19","83","69"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-20","83","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-21","89","69"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-22","94","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-23","87","57"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-24","71","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-25","77","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-29","86","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-09-30","81","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-01","87","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-02","84","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-03","71","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-04","69","47"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-05","57","53"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-06","67","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-07","72","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-08","73","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-09","73","58"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-10","65","57"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-11","68","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-12","75","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-13","75","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-14","70","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-15","66","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-16","67","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-17","69","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-18","74","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-19","80","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-20","74","46"
