"STATION","NAME","DATE","TMAX","TMIN"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-23","33","12"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-24","36","22"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-25","34","21"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-26","36","28"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-27","32","29"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-28","31","25"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-29","33","25"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-30","40","32"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1975-12-31","41","34"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1976-01-01","36","29"
"USC00124272","INDIANAPOLIS SE SIDE, IN US","1976-01-02","34","26"
