"STATION","NAME","DATE","TMAX","TMIN"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-21","61","40"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-22","51","36"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-23","61","39"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-24","65","41"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-25","73","56"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-26","56","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-27","63","32"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-28","74","38"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-29","79","47"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-04-30","71","56"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-01","80","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-02","81","57"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-03","80","66"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-04","71","60"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-05","71","61"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-06","76","59"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-07","80","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-08","85","51"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-09","89","55"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-10","91","55"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-11","87","59"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-12","79","57"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-13","65","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-14","70","43"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-15","78","57"
